State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Energy_Type
CO,P1TCB,24317,21879,25466,26108,27887,29146,31116,38430,35631,35077,36261,33157,34626,35912,29917,26642,28506,32269,27660,30874,29937,23279,21923,25127,33145,31531,30846,32548,36163,33392,34793,32668,35061,35915,41899,38156,41097,32450,46252,29507,39739,33053,22774,47558,40670,33740,33776,37828,28874,33220,43075,32257,30710,32278,33652,34786,34240,29443,Other Petroleum
CO,RETCB,16914,15464,17144,17410,17865,16369,17380,16908,17248,18181,21329,25526,22935,23623,24207,24728,23636,23658,29391,33170,28582,28752,32043,35857,39837,43210,44294,32433,32649,30873,27106,32617,28988,33636,29288,36531,35801,38515,31402,32395,31999,30469,27040,28791,29092,35522,42139,50497,77281,78243,81774,106765,106848,121665,130081,132340,157085,160230,Total Renewables
CO,RFTCB,11836,16187,16003,16539,16534,12925,11244,8709,9773,13481,9473,10017,12363,14371,19177,21300,24095,20408,24694,5843,11404,855,95,2076,1115,1222,1547,217,199,135,79,503,255,71,16,51,125,21,20,21,46,30,0,0,3,0,181,0,16,0,0,0,0,0,0,0,0,0,Residual Fueal
CT,BMTCB,12842,13169,12825,13339,13886,13541,13612,13964,14931,15262,15837,16109,17127,17225,18039,17102,19886,19608,22669,24583,41088,40241,37604,44222,37171,37629,31652,27231,30997,31371,28711,30415,34934,35325,35727,42323,49675,46243,44668,45009,45279,26648,24827,26844,37860,23791,29530,31661,29922,35504,38476,36315,34431,36091,37886,39460,39337,36917,Biomass
CT,CLTCB,101694,107540,112064,117384,120798,128613,136198,109548,82430,59211,48577,36411,4249,2625,6522,1272,1152,1167,807,1070,364,904,763,712,1489,21316,21216,21396,23112,23762,38511,38582,39166,37303,38584,40787,41120,44982,32569,15231,36246,39991,34206,41864,43997,42023,45722,39931,45188,26265,28711,6081,9290,7679,9097,6536,2340,2507,Coal
CT,DFTCB,136122,136132,135359,133602,119545,123406,117499,121063,130036,134718,140480,140386,144305,148187,135146,125895,141061,138486,137333,165918,129923,114891,119441,98465,119708,120461,130636,137717,148984,161095,135513,129792,145992,134693,128242,124094,129031,129067,115715,130386,137198,144408,130243,155195,167850,154282,141109,140440,132687,126904,120966,115170,105687,111343,111499,115511,94716,94066,Distillate Fuel Oil
CT,HLTCB,4173,4221,4743,5461,5764,5282,5574,5805,6495,7217,6951,7025,7869,8054,7873,8093,8730,8756,7896,5400,5516,4908,5159,5226,5081,4717,4195,5785,5620,5922,5899,5571,7079,6295,5592,5281,5726,6538,8462,6328,7958,9016,7821,11043,11337,14413,13302,12226,9081,10046,9454,10271,8871,10804,10718,11768,10714,11270,HGL
CT,HYTCB,4564,3907,3112,2915,2817,1959,2631,4108,3727,4439,3456,4098,5584,4644,4470,5135,3976,4497,3723,4777,2659,2717,3877,3977,3941,2760,3899,3578,3411,4607,5936,4522,4382,4275,4964,3752,6472,4562,4571,4315,5369,2959,3409,5715,4634,4782,5395,3590,5481,4973,3811,5513,2970,3835,4127,2819,2069,3060,Hydroelectric Power
CT,JFTCB,6363,6187,6713,6784,6585,7963,8704,9599,13197,14874,16392,12386,15896,14198,13771,12014,11008,12257,12037,13481,11156,8928,6071,5397,5668,6126,7094,10078,12190,12675,13262,12683,12966,13087,13895,14108,15412,13447,12556,13926,14739,13356,12482,11954,13505,13955,12752,11656,10818,7981,8469,8818,9634,10776,10625,8701,9523,9427,Jet Fuel
CT,MMTCB,101642,103902,108360,112311,115554,120465,126010,128801,137441,142835,150438,155166,161822,165966,165490,167163,171385,173976,174530,165428,158667,158911,157881,160395,162079,162839,167363,170343,172499,169532,163577,167415,171225,172134,169949,159113,169930,171129,174481,188439,181349,184204,194338,208728,213600,197006,185566,182763,174926,172304,167879,163571,160640,160748,158527,165221,168175,167336,Motor Gas excl Ethanol
CT,NNTCB,29449,31424,33355,35575,38627,41720,48744,50826,54053,58405,61543,62417,65032,63548,67139,64331,66382,64709,66038,68752,74033,77126,79253,76286,83245,80208,80962,94504,90697,101745,108843,115683,126132,125793,134374,144867,139102,148585,134891,155870,163696,149344,181665,157252,165862,171150,175870,183604,169802,188570,203814,236016,236260,240102,242227,260925,254652,246334,Natural Gas
CT,NUETB,0,0,0,0,0,0,0,6056,33941,40166,39567,84173,83932,46911,88951,89590,136215,141876,151674,138231,129094,139788,150866,126367,154967,135127,197480,214482,235904,207033,209272,128355,175606,229006,210712,196995,65384,-1309,34022,132456,170674,161112,155777,167566,172470,162406,173111,171874,161305,174220,175074,166669,178959,178465,165677,182083,173363,172570,Nuclear Electric Power
CT,P1TCB,22006,21597,23002,19587,18591,21917,23870,21079,22691,23025,20934,16760,19255,18546,15158,15688,17031,14940,16366,13770,12564,13430,12600,11948,16227,23174,21773,22333,21039,20287,17149,19592,16801,16367,16952,18337,16871,14979,11756,12587,13088,11081,9502,17894,19344,22740,19570,12360,5155,17019,17421,15658,12677,15075,14650,11170,13985,14789,Other Petroleum
CT,RETCB,17406,17076,15937,16253,16703,15500,16243,18072,18657,19701,19293,20206,22712,21870,22509,22237,23862,24105,26391,29359,43748,42958,41481,48199,41112,40389,35551,30809,34409,36042,34712,35008,39390,39678,40824,46227,56334,51004,49471,49593,50913,29915,28606,32968,42955,29137,35589,36036,36345,41556,43444,43037,38717,41547,44272,45250,45670,45201,Total Renewables
CT,RFTCB,91926,93531,100567,102319,123693,107880,130774,159597,176053,203861,223787,212622,255864,272165,236593,204402,206212,202218,215166,169203,184423,135422,133856,146647,157723,132276,140067,119148,137438,139299,104076,91327,68308,55453,47572,42768,65431,92251,94190,90716,74404,56789,27897,29499,25730,41552,19309,17557,7252,4888,5506,2087,1378,2175,4142,2687,754,1390,Residual Fueal
DC,BMTCB,123,105,105,105,88,88,88,88,105,105,105,105,105,105,123,123,140,158,193,210,2849,2312,3654,2564,3226,3327,3049,2229,2382,2514,1282,1347,1411,1945,1848,1850,1921,1377,1220,1257,1352,863,878,922,939,257,601,722,540,593,1033,1033,821,856,962,1456,1810,1709,Biomass
DC,CLTCB,27792,25770,22437,18598,18111,13804,23936,22600,23692,32544,28427,15432,12557,14060,12288,10142,5844,3991,2017,2889,3284,2406,3064,3040,2475,3489,1359,1742,781,1488,1733,1653,1254,1279,1169,143,575,983,155,151,177,741,99,173,741,939,0,502,391,331,71,48,77,4,48,44,34,30,Coal
DC,DFTCB,16856,15904,16347,16201,16770,20009,19500,19624,22972,25112,28743,22353,19535,20789,20922,18387,19910,20957,19276,16155,13307,8590,11643,13419,15069,13946,15053,12430,11773,11036,9622,9881,9903,9823,11528,10702,11662,8581,7473,8028,9949,9662,12399,11111,11402,10899,6073,5956,5297,5107,6746,4884,4241,3509,3746,3840,2837,1825,Distillate Fuel Oil
DC,HLTCB,7,8,9,9,11,9,11,10,12,13,14,15,17,17,16,15,17,17,19,12,14,17,19,19,27,15,13,15,17,19,16,15,26,22,21,19,21,27,11,12,26,16,11,18,16,16,14,17,17,17,21,19,27,25,26,46,17,13,HGL
DC,HYTCB,32,58,61,43,50,32,23,24,15,3,8,11,13,8,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hydroelectric Power
DC,JFTCB,0,0,0,0,0,2,1,8,2,56,1,6,16,6,0,0,0,0,1,15,1867,3210,1904,613,221,40,2843,1,31,0,30,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jet Fuel
DC,MMTCB,26040,26175,26639,26820,27679,28729,29258,28895,29472,29706,29877,29802,29603,31391,29936,30196,28893,27392,26915,23868,20385,20898,21107,20897,22157,19972,20363,22304,22894,22062,21238,21133,21139,21835,21372,21556,20125,21166,20972,20697,21169,20231,20419,18173,18656,17261,15966,15040,12652,13091,12830,13200,10742,10866,12062,12423,13309,11605,Motor Gas excl Ethanol
DC,NNTCB,12951,13721,14742,15335,16266,17315,17611,21923,22957,25229,26402,27663,28976,28177,27559,26210,29040,26212,26551,30129,27950,29428,29731,29633,29802,29336,29972,31422,33079,33757,29095,31287,33187,33325,31188,33201,34213,34826,31235,32964,34377,30577,33688,33700,33097,33753,29775,33856,32774,34339,33717,33389,29389,33725,35302,33654,30160,31358,Natural Gas
DC,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear Electric Power
DC,P1TCB,1716,1637,1505,1487,1217,1149,899,1028,943,668,712,953,682,665,852,1118,1176,2051,2016,2246,1995,889,482,593,581,903,612,653,659,881,641,532,530,601,611,1315,1104,1793,2280,1900,1978,1711,545,474,460,480,483,534,478,4276,4554,4164,4385,4459,4355,4425,3409,3525,Other Petroleum
DC,RETCB,155,163,166,148,138,120,111,112,120,108,113,116,118,114,129,131,146,158,193,210,2849,2312,3654,2564,3226,3327,3049,2229,2382,2515,1283,1347,1412,1946,1849,1851,1922,1378,1222,1259,1354,866,881,926,943,262,616,736,560,615,1119,1295,1083,1131,1276,1781,2127,2212,Total Renewables
DC,RFTCB,15266,12412,14078,15992,24498,42432,44265,52817,55312,64612,70065,68239,66571,69583,46653,26244,26719,33683,31807,15209,10134,6750,10607,8235,9217,4650,9338,8521,7341,9075,6416,4177,2949,4068,4619,3347,2122,1007,2856,2778,1319,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Residual Fueal
DE,BMTCB,4982,5101,5134,5356,5510,5577,5852,5783,6591,7073,7021,7673,8190,8483,8466,7901,9607,10161,10667,8729,2472,2006,3170,2224,2927,3019,2765,2162,2310,2438,1569,1645,1691,2395,2330,2381,2543,2101,1833,1889,2181,1207,1190,1246,1270,1694,3382,4666,5430,6173,7180,6989,6035,5976,6253,5838,5657,5751,Biomass
DE,CLTCB,20496,20776,22586,26494,29241,29030,38690,40712,44082,41720,37238,36677,23493,21047,21254,22938,20186,17713,21812,23914,28063,50618,47947,73014,72797,71436,66423,70471,69034,61212,59491,56853,46120,63469,57477,52448,50779,48586,45817,35915,50147,38335,40536,46997,53599,56716,56625,63839,60891,33938,30253,17881,17384,18254,10238,7149,8199,4804,Coal
DE,DFTCB,15799,14715,18000,20053,18869,19074,19155,19405,22988,23897,25097,25338,25437,25618,25580,25097,26714,27926,24591,21069,21648,18204,16046,19698,22067,21531,20509,24323,24432,25611,20490,21782,20445,21304,21590,19708,21852,19435,18411,19328,25076,20414,20991,22966,19851,20225,18662,17546,15063,16980,14915,14062,12642,12973,14529,15244,14239,13862,Distillate Fuel Oil
DE,HLTCB,3822,4162,4637,5050,5609,5725,6048,6622,7226,8266,8323,8406,9627,10033,9880,9533,9758,9462,9897,26162,11421,3234,3225,3268,4766,3697,3246,3724,3780,3559,3863,4076,3478,3807,4700,5097,6302,4655,5403,4285,3806,5089,4908,5253,5125,5242,4641,4219,4507,5218,5357,4863,4296,4660,5227,5333,4396,3591,HGL
DE,HYTCB,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hydroelectric Power
DE,JFTCB,11482,11672,12613,13008,13474,11188,11955,12861,14945,13194,11093,10902,10219,9286,9421,8876,8492,8950,7613,7632,8450,7960,7970,7382,8540,8445,7221,6924,7337,6752,7019,12864,7798,7740,3048,429,352,415,491,598,592,734,704,808,944,949,819,640,665,452,542,549,750,724,627,697,663,628,Jet Fuel
DE,MMTCB,22660,24978,25002,26278,25659,26666,27858,28324,29911,31425,32818,34280,35387,37515,36796,37131,38846,38519,38484,36766,34741,36149,34777,37906,39082,39693,40545,41421,42993,42838,42088,40959,42830,43362,43297,44081,44050,44698,47240,48168,46802,48363,51702,51420,52297,53746,53399,53311,51370,50782,49882,47908,48026,48083,47863,52288,54297,55761,Motor Gas excl Ethanol
DE,NNTCB,9351,9708,14999,17082,17826,18742,19845,21948,25069,26949,26949,26981,24569,23408,20772,18975,19662,16261,21263,25758,30783,31576,28694,35491,43852,39443,33594,37254,29928,35883,35620,38967,37201,39346,47255,62738,55934,48140,42322,58089,50175,51817,53782,47971,49722,48639,44787,49932,49749,51651,56086,81710,104421,100682,107051,107819,113552,103103,Natural Gas
DE,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear Electric Power
DE,P1TCB,30906,29727,32397,33648,33615,36240,35660,33543,32075,31466,35234,35673,33807,30873,30571,29454,30559,28490,28289,30006,28589,17892,19719,22868,23143,26978,24412,24969,26372,26649,42117,28037,42491,30949,33095,31367,35896,34622,32530,33203,28333,32311,33127,33676,30992,35259,32276,30677,29540,3541,9991,32785,30922,27556,27256,28113,28327,28651,Other Petroleum
DE,RETCB,4982,5101,5134,5356,5510,5577,5852,5783,6594,7073,7021,7673,8190,8483,8466,7901,9607,10161,10667,8729,2472,2006,3170,2224,2927,3019,2765,2162,2310,2516,1653,1734,1784,2492,2422,2476,2642,2203,1936,2001,2290,1325,1314,1401,1435,1882,3608,4958,5775,6625,7743,7821,7106,7449,7920,7546,7269,7580,Total Renewables
DE,RFTCB,39272,32159,30275,30050,28276,34817,34801,25133,27438,36860,41417,39506,59639,81102,77438,64243,71093,76324,72236,70193,79952,55181,40180,31784,31513,22646,32071,29964,40017,36199,23918,31384,30934,40068,35659,25563,34104,27593,28069,30543,26214,31567,22624,22465,18256,19967,12860,13417,11582,8981,4228,1743,2618,1042,1166,820,1105,333,Residual Fueal
FL,BMTCB,32690,31611,33321,35838,35983,36798,39739,41567,47044,48627,47974,47318,51917,53820,49804,47568,53819,57416,62995,66926,87819,81817,102795,92271,110474,111939,116654,106526,112284,205324,170933,183237,200092,185167,182190,186456,206119,197033,171827,171638,164155,127388,144171,157601,149004,157566,161792,168986,209752,238894,253630,250407,247757,257395,253298,247305,240205,250735,Biomass
FL,CLTCB,27176,36267,39644,43281,46691,55189,70146,96160,103172,104100,116720,117154,123613,152578,146604,133463,141836,159934,175522,202251,225457,236471,240178,318946,378652,472352,459413,586620,611464,636640,633390,650316,649439,654527,663382,686924,745817,751335,749474,716280,760439,725890,719670,723832,699055,672309,696215,720824,693161,581517,637416,552730,482984,505155,557882,466530,426188,407538,Coal
FL,DFTCB,50217,52944,60760,62419,64437,71525,81299,78821,87018,86393,91098,95860,113013,132897,130958,136229,142754,169453,177600,169585,171433,174234,133552,162884,172205,185850,191596,203224,210211,207535,205682,191193,210303,140582,199202,231245,223096,242020,253962,267738,277522,286545,291438,321459,335839,354794,361151,323173,291557,262466,295590,275225,266141,281029,286399,305199,311523,312351,Distillate Fuel Oil
FL,HLTCB,18912,18965,20711,23056,24274,21712,21554,21831,24340,28007,29888,28764,30003,31952,28122,28341,30713,33500,30862,32317,39484,36648,32533,33000,32588,37103,39663,33071,30102,30167,29093,29876,30036,30180,27923,28804,29739,22020,23711,26810,27493,26485,22727,23445,28345,26084,26548,23324,21145,20808,21197,19978,17521,16767,17713,17406,19417,19249,HGL
FL,HYTCB,2990,2806,2505,2775,3033,3118,3022,2984,2511,2862,3061,2651,2472,2431,2625,2438,2688,2537,2363,2493,2229,1881,2728,2314,2221,2549,2218,2260,2161,2437,1816,2745,2437,2173,2831,2380,2229,2464,2024,1433,885,1526,1873,2660,2657,2661,2018,1527,2031,2032,1731,1769,1432,2425,2010,2277,1611,2011,Hydroelectric Power
FL,JFTCB,51488,58079,71176,78877,86370,97201,97705,116703,134936,142023,133162,146962,160710,156424,132338,135654,140717,153119,157219,175115,201566,199981,189266,169176,135631,129159,140079,148422,179304,188500,179552,140792,137513,150324,162149,158987,166379,173048,161643,164300,199207,173830,153289,145454,165825,158140,156669,176686,218979,178473,199449,202545,188058,180214,186016,198636,155372,162811,Jet Fuel
FL,MMTCB,226654,231115,245604,255298,264626,279124,297567,312590,342301,370120,400564,426430,473320,522361,515538,528409,546108,566172,595121,584247,574045,587821,599436,621651,638106,658444,688625,723730,744499,747081,747771,742984,752105,783574,793925,820249,828625,842455,880230,902689,927371,941617,977802,995631,1048054,1072847,1082619,1064268,972863,958909,935770,912458,906859,926513,938855,987622,1007919,1021981,Motor Gas excl Ethanol
FL,NNTCB,142900,148894,162843,179441,189595,191669,220568,234326,286653,326855,350626,350527,311235,324892,302002,292139,300867,315950,333306,357014,329567,357470,339099,321009,318172,305057,298928,313553,305758,337182,341993,360992,371137,368011,417702,579310,561145,547201,529565,583448,574460,569757,708638,714826,757672,805446,917468,943845,970038,1081725,1180462,1235953,1348390,1245287,1241250,1378089,1414358,1418207,Natural Gas
FL,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,713,51038,87919,92177,95538,189076,172977,167438,182563,159362,213919,161446,261074,249204,233119,196026,277752,221356,230471,215001,262989,271916,278881,301978,267514,241023,326432,329450,336766,329825,351940,322868,325516,300127,327934,307215,335857,304544,250178,230369,187259,277169,291474,294099,306658,304840,Nuclear Electric Power
FL,P1TCB,74779,68956,79802,85402,83469,80660,83362,73049,73111,70142,73674,76897,71599,74743,69558,50912,53197,57405,62336,62710,55887,57139,56086,61312,73555,76344,81131,74293,76584,65637,64025,65369,62780,71810,64479,60534,59743,62277,73746,73863,65985,79020,100033,109901,124268,135215,134752,107141,89160,71806,76039,61275,45430,59908,55484,60086,66856,55912,Other Petroleum
FL,RETCB,35680,34417,35826,38613,39016,39916,42760,44550,49556,51489,51035,49968,54389,56250,52429,50007,56507,59953,65357,69419,90049,83698,105523,94585,112695,114488,118872,108785,114445,233039,199621,213746,231574,217481,215930,220410,240413,231427,205607,204197,195106,158128,174364,188473,179466,187576,191829,199581,242287,272643,289516,287842,286685,298304,295114,289723,282630,300987,Total Renewables
FL,RFTCB,189858,204243,237488,230013,247595,272502,262214,244261,254803,278281,337248,393229,479732,513441,470615,498654,563916,522359,557646,605373,608302,568403,405392,369186,266806,237502,362205,287240,339128,335642,341278,375025,375005,439348,420209,297032,298091,312447,443799,401901,410248,434357,347106,335877,392757,383713,257236,243845,123779,86279,147269,100748,74727,61332,59798,55882,59093,61300,Residual Fueal
GA,BMTCB,71206,70216,69729,72407,73208,74215,74664,70831,73637,73255,71792,74407,79604,81637,83428,78324,89188,94049,99260,103274,98096,98408,105698,107773,116258,116686,119242,112954,117426,177845,188344,183376,183692,194264,196067,205644,208259,218529,202938,202675,196564,164904,255738,179384,189388,177644,184728,183031,176494,187933,214413,220408,215836,244334,263650,267967,251567,242236,Biomass
GA,CLTCB,88950,90769,87199,115509,123813,152600,177237,165942,194909,202716,193155,219607,261592,271501,283947,311988,347552,415733,434380,469598,521518,552108,535439,584816,681531,725678,692512,710572,698991,666790,714128,643363,613139,655174,685757,723817,723082,767969,767394,782617,819530,772021,807121,819031,834991,901010,892732,934773,885849,723449,767906,634756,435546,426184,482657,394665,399279,344273,Coal
GA,DFTCB,29941,30884,36402,40551,40785,49695,57508,66079,69045,72654,74452,85338,96260,118928,116974,93867,117999,123125,111236,106874,113220,112284,107029,126760,136644,143524,145325,157152,167770,163690,168500,161705,160620,179843,181024,199582,235282,210554,218275,236466,247872,265080,244084,257043,266070,295370,278177,263952,222433,214858,227854,218280,206142,220827,227413,240476,226059,251574,Distillate Fuel Oil
GA,HLTCB,16248,15860,18252,19174,20577,20738,21285,19862,21688,27207,28068,28577,30236,31195,28433,30306,33407,33879,31924,28005,27586,25188,23297,23629,23006,25389,23647,23733,25100,27669,22372,24964,26697,28179,28146,27067,27726,28979,23093,25718,33525,24581,25036,23397,24255,23280,22368,21069,21788,19882,23315,19410,20682,17601,20756,18813,18222,16010,HGL
